Drug1_CID,Drug2_CID,HSA_values,Bliss_values,Loewe_values,ZIP_values,HSA,Bliss,Loewe,ZIP,in_pharmacome
10077130,24821094,[-1.235],[2.575],[-28.495],[4.364],-1.24,2.58,-28.5,4.36,yes
10077130,6918837,"[5.7, 5.698, 5.7]","[6.6, 6.596, 6.6]","[0.51, 0.509, 0.51]","[6.78, 6.786, 6.82]",5.7,6.6,0.51,6.8,yes
10096344,25126798,"[-5.75, -5.753, -5.75]","[8.22, 8.217, 8.22]","[-30.15, -30.149, -30.15]","[12.19, 12.195, 12.19]",-5.75,8.22,-30.15,12.19,yes
10096344,6918837,"[3.78, 3.784, 3.78]","[8.16, 8.164, 8.16]","[-11.07, -11.065, -19.78]","[8.13, 8.132, 8.95]",3.78,8.16,-13.97,8.4,yes
10113978,104865,"[-13.58, -13.58]","[-27.61, -27.61]","[-13.58, -13.58]","[-27.61, -27.61]",-13.58,-27.61,-13.58,-27.61,yes
10113978,10531,"[-11.89, -11.89]","[-24.92, -24.92]","[-11.89, -11.89]","[-24.92, -24.92]",-11.89,-24.92,-11.89,-24.92,yes
10113978,11243969,"[-22.55, -22.55]","[-36.03, -36.03]","[-22.55, -22.55]","[-36.03, -36.03]",-22.55,-36.03,-22.55,-36.03,yes
10113978,115355,"[-14.55, -14.55]","[-35.18, -35.18]","[-14.56, -14.56]","[-35.18, -35.18]",-14.55,-35.18,-14.56,-35.18,yes
10113978,11876263,"[-20.05, -20.05]","[-32.34, -32.34]","[-20.05, -20.05]","[-32.34, -32.34]",-20.05,-32.34,-20.05,-32.34,yes
10113978,119570,"[-22.62, -22.62]","[-35.54, -35.54]","[-22.62, -22.62]","[-35.54, -35.54]",-22.62,-35.54,-22.62,-35.54,yes
10113978,123631,"[17.17, 17.17]","[11.84, 11.84]","[17.13, 17.13]","[11.84, 11.84]",17.17,11.84,17.13,11.84,yes
10113978,129228,"[-8.68, -8.68]","[-20.04, -20.04]","[-8.69, -8.69]","[-20.04, -20.04]",-8.68,-20.04,-8.69,-20.04,yes
10113978,13109,"[-16.59, -16.59]","[-30.58, -30.58]","[-16.59, -16.59]","[-30.58, -30.58]",-16.59,-30.58,-16.59,-30.58,yes
10113978,134018,"[-23.21, -23.21]","[-38.85, -38.85]","[-23.22, -23.22]","[-38.85, -38.85]",-23.21,-38.85,-23.22,-38.85,yes
10113978,135398744,"[-22.72, -22.72]","[-35.85, -35.85]","[-22.72, -22.72]","[-35.85, -35.85]",-22.72,-35.85,-22.72,-35.85,yes
10113978,135401907,"[-22.55, -22.55]","[-39.18, -39.18]","[-22.56, -22.56]","[-39.18, -39.18]",-22.55,-39.18,-22.56,-39.18,yes
10113978,135410875,[-0.31],[-0.97],[-0.31],[15.74],-0.31,-0.97,-0.31,15.74,yes
10113978,135449332,"[-3.72, -3.72]","[-10.34, -10.34]","[-3.75, -3.75]","[-10.34, -10.34]",-3.72,-10.34,-3.75,-10.34,yes
10113978,13769,"[12.21, 12.21]","[0.32, 0.32]","[12.21, 12.21]","[0.32, 0.32]",12.21,0.32,12.21,0.32,yes
10113978,150311,"[3.62, 3.62]","[-8.92, -8.92]","[3.62, 3.62]","[-8.92, -8.92]",3.62,-8.92,3.62,-8.92,yes
10113978,156419,"[69.86, 69.86, 0.74]","[54.38, 54.38, 0.74]","[69.86, 69.86, 0.74]","[54.38, 54.38, 0.74]",46.82,36.5,46.82,36.5,yes
10113978,157920,"[30.18, 30.18]","[16.21, 16.21]","[30.18, 30.18]","[16.21, 16.21]",30.18,16.21,30.18,16.21,yes
10113978,158781,"[-21.77, -21.77]","[-34.69, -34.69]","[-21.77, -21.77]","[-34.69, -34.69]",-21.77,-34.69,-21.77,-34.69,yes
10113978,16231,"[-15.11, -15.11]","[-26.85, -26.85]","[-15.11, -15.11]","[-26.85, -26.85]",-15.11,-26.85,-15.11,-26.85,yes
10113978,170361,"[-13.65, -13.65]","[-25.46, -25.46]","[-13.65, -13.65]","[-25.46, -25.46]",-13.65,-25.46,-13.65,-25.46,yes
10113978,1935,"[-17.83, -17.83]","[-30.76, -30.76]","[-17.83, -17.83]","[-30.76, -30.76]",-17.83,-30.76,-17.83,-30.76,yes
10113978,1986,"[-12.37, -12.37]","[-25.58, -25.58]","[-12.37, -12.37]","[-25.58, -25.58]",-12.37,-25.58,-12.37,-25.58,yes
10113978,19861,"[62.42, 62.42]","[49.49, 49.49]","[62.42, 62.42]","[49.49, 49.49]",62.42,49.49,62.42,49.49,yes
10113978,1989,"[-21.24, -21.24]","[-33.3, -33.3]","[-21.24, -21.24]","[-33.3, -33.3]",-21.24,-33.3,-21.24,-33.3,yes
10113978,2082,"[4.31, 4.31, 0.11]","[-0.36, -0.36, -0.15]","[4.26, 4.26, 0.11]","[-0.36, -0.36, -0.15]",2.91,-0.29,2.88,-0.29,yes
10113978,208898,"[46.62, 46.62, 0.53]","[29.06, 29.06, 0.53]","[46.62, 46.62, 0.53]","[29.06, 29.06, 0.53]",31.26,19.55,31.26,19.55,yes
10113978,2130,"[-13.8, -13.8]","[-27.92, -27.92]","[-13.8, -13.8]","[-27.92, -27.92]",-13.8,-27.92,-13.8,-27.92,yes
10113978,2153,"[-16.76, -16.76]","[-29.93, -29.93]","[-16.78, -16.78]","[-29.93, -29.93]",-16.76,-29.93,-16.78,-29.93,yes
10113978,216237,"[9.94, 9.94]","[-5.58, -5.58]","[9.94, 9.94]","[-5.58, -5.58]",9.94,-5.58,9.94,-5.58,yes
10113978,2165,"[68.0, 68.0]","[54.49, 54.49]","[68.0, 68.0]","[54.49, 54.49]",68.0,54.49,68.0,54.49,yes
10113978,2170,"[3.84, 3.84]","[-11.59, -11.59]","[3.84, 3.84]","[-11.59, -11.59]",3.84,-11.59,3.84,-11.59,yes
10113978,2187,"[-21.08, -21.08]","[-34.74, -34.74]","[-21.08, -21.08]","[-34.74, -34.74]",-21.08,-34.74,-21.08,-34.74,yes
10113978,2249,"[-1.16, -1.16]","[-14.39, -14.39]","[-1.16, -1.16]","[-14.39, -14.39]",-1.16,-14.39,-1.16,-14.39,yes
10113978,2284,"[-14.99, -14.99]","[-27.12, -27.12]","[-14.99, -14.99]","[-27.12, -27.12]",-14.99,-27.12,-14.99,-27.12,yes
10113978,24199313,"[7.81, 7.81]","[5.45, 5.45]","[7.74, 7.74]","[5.45, 5.45]",7.81,5.45,7.74,5.45,yes
10113978,2471,"[-11.61, -11.61]","[-25.45, -25.45]","[-11.61, -11.61]","[-25.45, -25.45]",-11.61,-25.45,-11.61,-25.45,yes
10113978,2477,"[-16.34, -16.34]","[-29.32, -29.32]","[-16.34, -16.34]","[-29.32, -29.32]",-16.34,-29.32,-16.34,-29.32,yes
10113978,2578,"[-23.04, -23.04]","[-36.37, -36.37]","[-23.04, -23.04]","[-36.37, -36.37]",-23.04,-36.37,-23.04,-36.37,yes
10113978,26879,"[-18.5, -18.5]","[-31.43, -31.43]","[-18.5, -18.5]","[-31.43, -31.43]",-18.5,-31.43,-18.5,-31.43,yes
10113978,2733526,"[-14.88, -14.88]","[-35.36, -35.36]","[-14.88, -14.88]","[-35.36, -35.36]",-14.88,-35.36,-14.88,-35.36,yes
10113978,2771,"[69.6, 69.6]","[56.89, 56.89]","[69.6, 69.6]","[56.89, 56.89]",69.6,56.89,69.6,56.89,yes
10113978,2796,"[-22.28, -22.28]","[-35.45, -35.45]","[-22.29, -22.29]","[-35.45, -35.45]",-22.28,-35.45,-22.29,-35.45,yes
10113978,3002977,"[-5.71, -5.71]","[-18.0, -18.0]","[-5.71, -5.71]","[-18.0, -18.0]",-5.71,-18.0,-5.71,-18.0,yes
10113978,3019,"[-2.73, -2.73]","[-3.87, -3.87]","[-2.76, -2.76]","[-3.87, -3.87]",-2.73,-3.87,-2.76,-3.87,yes
10113978,3033637,"[-21.14, -21.14]","[-32.15, -32.15]","[-21.14, -21.14]","[-32.15, -32.15]",-21.14,-32.15,-21.14,-32.15,yes
10113978,3034010,"[-20.41, -20.41]","[-33.89, -33.89]","[-20.41, -20.41]","[-33.89, -33.89]",-20.41,-33.89,-20.41,-33.89,yes
10113978,3034034,"[50.1, 50.1, 0.47]","[33.25, 33.25, 0.15]","[50.09, 50.09, 0.47]","[33.25, 33.25, 0.15]",33.56,22.22,33.55,22.22,yes
10113978,3036780,"[-12.95, -12.95]","[-24.52, -24.52]","[-12.95, -12.95]","[-24.52, -24.52]",-12.95,-24.52,-12.95,-24.52,yes
10113978,3038,"[-2.56, -2.56]","[-18.34, -18.34]","[-2.57, -2.57]","[-18.34, -18.34]",-2.56,-18.34,-2.57,-18.34,yes
10113978,3052,"[-22.0, -22.0]","[-36.41, -36.41]","[-22.0, -22.0]","[-36.41, -36.41]",-22.0,-36.41,-22.0,-36.41,yes
10113978,3055,"[3.34, 3.34]","[-9.37, -9.37]","[3.34, 3.34]","[-9.37, -9.37]",3.34,-9.37,3.34,-9.37,yes
10113978,3108,"[-34.75, -34.75]","[-46.81, -46.81]","[-34.79, -34.79]","[-46.81, -46.81]",-34.75,-46.81,-34.79,-46.81,yes
10113978,3117,"[8.38, 8.38]","[5.63, 5.63]","[8.31, 8.31]","[5.63, 5.63]",8.38,5.63,8.31,5.63,yes
10113978,3121,"[70.04, 70.04, 0.74]","[60.08, 60.08, 0.74]","[70.02, 70.02, 0.74]","[60.08, 60.08, 0.74]",46.94,40.3,46.93,40.3,yes
10113978,3156,"[-20.91, -20.91]","[-39.71, -39.71]","[-20.91, -20.91]","[-39.71, -39.71]",-20.91,-39.71,-20.91,-39.71,yes
10113978,31703,"[6.13, 6.13]","[4.97, 4.97]","[6.04, 6.04]","[4.97, 4.97]",6.13,4.97,6.04,4.97,yes
10113978,3229,"[-22.39, -22.39]","[-35.09, -35.09]","[-22.39, -22.39]","[-35.09, -35.09]",-22.39,-35.09,-22.39,-35.09,yes
10113978,3331,"[26.15, 26.15]","[8.02, 8.02]","[26.14, 26.14]","[8.02, 8.02]",26.15,8.02,26.14,8.02,yes
10113978,3342,"[-15.25, -15.25]","[-25.75, -25.75]","[-15.27, -15.27]","[-25.75, -25.75]",-15.25,-25.75,-15.27,-25.75,yes
10113978,3373,"[71.81, 71.81]","[58.69, 58.69]","[71.81, 71.81]","[58.69, 58.69]",71.81,58.69,71.81,58.69,yes
10113978,3397,"[-17.64, -17.64]","[-38.76, -38.76]","[-17.64, -17.64]","[-38.76, -38.76]",-17.64,-38.76,-17.64,-38.76,yes
10113978,3406,"[69.47, 69.47]","[57.25, 57.25]","[69.46, 69.46]","[57.25, 57.25]",69.47,57.25,69.46,57.25,yes
10113978,3446,"[58.05, 58.05]","[47.0, 47.0]","[58.04, 58.04]","[47.0, 47.0]",58.05,47.0,58.04,47.0,yes
10113978,3519,"[36.19, 36.19]","[22.93, 22.93]","[36.19, 36.19]","[22.93, 22.93]",36.19,22.93,36.19,22.93,yes
10113978,3637,"[-15.12, -15.12]","[-34.74, -34.74]","[-15.14, -15.14]","[-34.74, -34.74]",-15.12,-34.74,-15.14,-34.74,yes
10113978,3652,"[-21.58, -21.58]","[-33.42, -33.42]","[-21.58, -21.58]","[-33.42, -33.42]",-21.58,-33.42,-21.58,-33.42,yes
10113978,3657,"[-3.52, -3.52]","[-4.43, -4.43]","[-3.53, -3.53]","[-4.43, -4.43]",-3.52,-4.43,-3.53,-4.43,yes
10113978,3696,"[-19.71, -19.71]","[-32.64, -32.64]","[-19.71, -19.71]","[-32.64, -32.64]",-19.71,-32.64,-19.71,-32.64,yes
10113978,37542,"[-10.45, -10.45]","[-13.08, -13.08]","[-10.48, -10.48]","[-13.08, -13.08]",-10.45,-13.08,-10.48,-13.08,yes
10113978,3779,"[-14.1, -14.1]","[-24.33, -24.33]","[-14.15, -14.15]","[-24.33, -24.33]",-14.1,-24.33,-14.15,-24.33,yes
10113978,38521,"[4.75, 4.75]","[-11.01, -11.01]","[4.74, 4.74]","[-11.01, -11.01]",4.75,-11.01,4.74,-11.01,yes
10113978,3878,"[51.42, 51.42]","[36.0, 36.0]","[51.42, 51.42]","[36.0, 36.0]",51.42,36.0,51.42,36.0,yes
10113978,3883,"[9.6, 9.6]","[-8.93, -8.93]","[9.58, 9.58]","[-8.93, -8.93]",9.6,-8.93,9.58,-8.93,yes
10113978,38853,"[3.82, 3.82]","[-9.25, -9.25]","[3.81, 3.81]","[-9.25, -9.25]",3.82,-9.25,3.81,-9.25,yes
10113978,3899,"[10.88, 10.88]","[8.41, 8.41]","[10.87, 10.87]","[8.41, 8.41]",10.88,8.41,10.87,8.41,yes
10113978,3955,"[-18.91, -18.91]","[-30.53, -30.53]","[-18.91, -18.91]","[-30.53, -30.53]",-18.91,-30.53,-18.91,-30.53,yes
10113978,4011,"[30.9, 30.9]","[17.25, 17.25]","[30.86, 30.86]","[17.25, 17.25]",30.9,17.25,30.86,17.25,yes
10113978,4030,"[-18.66, -18.66]","[-31.62, -31.62]","[-18.66, -18.66]","[-31.62, -31.62]",-18.66,-31.62,-18.66,-31.62,yes
10113978,4032,"[29.5, 29.5]","[17.25, 17.25]","[29.5, 29.5]","[17.25, 17.25]",29.5,17.25,29.5,17.25,yes
10113978,4037,"[20.59, 20.59]","[4.14, 4.14]","[20.57, 20.57]","[4.14, 4.14]",20.59,4.14,20.57,4.14,yes
10113978,4054,"[-14.11, -14.11]","[-27.02, -27.02]","[-14.11, -14.11]","[-27.02, -27.02]",-14.11,-27.02,-14.11,-27.02,yes
10113978,4060,"[-12.03, -12.03]","[-27.42, -27.42]","[-12.04, -12.04]","[-27.42, -27.42]",-12.03,-27.42,-12.04,-27.42,yes
10113978,4075,"[-19.26, -19.26]","[-30.82, -30.82]","[-19.26, -19.26]","[-30.82, -30.82]",-19.26,-30.82,-19.26,-30.82,yes
10113978,4091,"[-21.91, -21.91]","[-34.11, -34.11]","[-21.91, -21.91]","[-34.11, -34.11]",-21.91,-34.11,-21.91,-34.11,yes
10113978,4121,"[-21.09, -21.09]","[-33.93, -33.93]","[-21.09, -21.09]","[-33.93, -33.93]",-21.09,-33.93,-21.09,-33.93,yes
10113978,41774,"[-14.89, -14.89]","[-26.37, -26.37]","[-14.89, -14.89]","[-26.37, -26.37]",-14.89,-26.37,-14.89,-26.37,yes
10113978,4197,"[-13.95, -13.95]","[-26.94, -26.94]","[-13.95, -13.95]","[-26.94, -26.94]",-13.95,-26.94,-13.95,-26.94,yes
10113978,4201,"[66.63, 66.63]","[54.53, 54.53]","[66.63, 66.63]","[54.53, 54.53]",66.63,54.53,66.63,54.53,yes
10113978,4211,"[1.07, 1.07]","[-7.19, -7.19]","[1.04, 1.04]","[-7.19, -7.19]",1.07,-7.19,1.04,-7.19,yes
10113978,4212,"[3.77, 3.77]","[2.8, 2.8]","[3.69, 3.69]","[2.8, 2.8]",3.77,2.8,3.69,2.8,yes
10113978,4369359,"[-22.51, -22.51]","[-36.55, -36.55]","[-22.51, -22.51]","[-36.55, -36.55]",-22.51,-36.55,-22.51,-36.55,yes
10113978,439693,"[-16.2, -16.2]","[-30.0, -30.0]","[-16.2, -16.2]","[-30.0, -30.0]",-16.2,-30.0,-16.2,-30.0,yes
10113978,441207,"[5.3, 5.3]","[4.2, 4.2]","[5.21, 5.21]","[4.2, 4.2]",5.3,4.2,5.21,4.2,yes
10113978,441314,"[-21.89, -21.89]","[-34.26, -34.26]","[-21.89, -21.89]","[-34.26, -34.26]",-21.89,-34.26,-21.89,-34.26,yes
10113978,445643,"[-9.69, -9.69]","[-20.64, -20.64]","[-9.69, -9.69]","[-20.64, -20.64]",-9.69,-20.64,-9.69,-20.64,yes
10113978,446541,"[5.76, 5.76]","[4.75, 4.75]","[5.72, 5.72]","[4.75, 4.75]",5.76,4.75,5.72,4.75,yes
10113978,4499,"[-8.84, -8.84]","[-22.12, -22.12]","[-8.84, -8.84]","[-22.12, -22.12]",-8.84,-22.12,-8.84,-22.12,yes
10113978,457193,"[-0.18, -0.18]","[-1.15, -1.15]","[-0.16, -0.16]","[15.53, 15.53]",-0.18,-1.15,-0.16,15.53,yes
10113978,4649,"[-15.3, -15.3]","[-36.25, -36.25]","[-15.31, -15.31]","[-36.25, -36.25]",-15.3,-36.25,-15.31,-36.25,yes
10113978,4674,"[53.26, 53.26]","[43.93, 43.93]","[53.26, 53.26]","[43.93, 43.93]",53.26,43.93,53.26,43.93,yes
10113978,4688,"[-9.19, -9.19]","[-22.49, -22.49]","[-9.19, -9.19]","[-22.49, -22.49]",-9.19,-22.49,-9.19,-22.49,yes
10113978,4909,"[-16.85, -16.85]","[-29.23, -29.23]","[-16.85, -16.85]","[-29.23, -29.23]",-16.85,-29.23,-16.85,-29.23,yes
10113978,4911,"[-4.3, -4.3]","[-18.99, -18.99]","[-4.32, -4.32]","[-18.99, -18.99]",-4.3,-18.99,-4.32,-18.99,yes
10113978,4912,"[-20.65, -20.65]","[-32.6, -32.6]","[-20.65, -20.65]","[-32.6, -32.6]",-20.65,-32.6,-20.65,-32.6,yes
10113978,4915,"[21.9, 21.9]","[8.24, 8.24]","[21.9, 21.9]","[8.24, 8.24]",21.9,8.24,21.9,8.24,yes
10113978,5070,"[-19.83, -19.83]","[-34.49, -34.49]","[-19.83, -19.83]","[-34.49, -34.49]",-19.83,-34.49,-19.83,-34.49,yes
10113978,5073,"[10.78, 10.78]","[-3.32, -3.32]","[10.78, 10.78]","[-3.32, -3.32]",10.78,-3.32,10.78,-3.32,yes
10113978,51634,"[-2.22, -2.22]","[-15.95, -15.95]","[-2.23, -2.23]","[-15.95, -15.95]",-2.22,-15.95,-2.23,-15.95,yes
10113978,5281081,"[-20.74, -20.74]","[-33.13, -33.13]","[-20.74, -20.74]","[-33.13, -33.13]",-20.74,-33.13,-20.74,-33.13,yes
10113978,5284513,"[27.83, 27.83]","[12.07, 12.07]","[27.79, 27.79]","[12.07, 12.07]",27.83,12.07,27.79,12.07,yes
10113978,5284583,"[31.03, 31.03]","[18.24, 18.24]","[31.01, 31.01]","[18.24, 18.24]",31.03,18.24,31.01,18.24,yes
10113978,5284592,"[-0.72, -0.72]","[-10.87, -10.87]","[-0.72, -0.72]","[-10.87, -10.87]",-0.72,-10.87,-0.72,-10.87,yes
10113978,5284627,"[-18.81, -18.81]","[-33.1, -33.1]","[-18.81, -18.81]","[-33.1, -33.1]",-18.81,-33.1,-18.81,-33.1,yes
10113978,5291,"[2.71, 2.71]","[0.58, 0.58]","[2.64, 2.64]","[0.58, 0.58]",2.71,0.58,2.64,0.58,yes
10113978,5311068,"[14.21, 14.21]","[1.52, 1.52]","[14.21, 14.21]","[1.52, 1.52]",14.21,1.52,14.21,1.52,yes
10113978,5311181,"[5.12, 5.12]","[-8.42, -8.42]","[5.12, 5.12]","[-8.42, -8.42]",5.12,-8.42,5.12,-8.42,yes
10113978,5311309,"[65.94, 65.94]","[52.86, 52.86]","[65.94, 65.94]","[52.86, 52.86]",65.94,52.86,65.94,52.86,yes
10113978,5311497,"[-0.43, -0.4, -0.43, -0.4]","[-1.12, -1.12, -1.12, -1.12]","[-0.43, -0.4, -0.43, -0.4]","[15.73, 15.69, 15.73, 15.69]",-0.42,-1.12,-0.42,15.71,yes
10113978,5324346,"[-18.6, -18.6]","[-32.91, -32.91]","[-18.6, -18.6]","[-32.91, -32.91]",-18.6,-32.91,-18.6,-32.91,yes
10113978,5342,[-5.24],[-19.06],[-5.24],[-19.06],-5.24,-19.06,-5.24,-19.06,yes
10113978,5358,"[71.51, 71.51]","[57.95, 57.95]","[71.51, 71.51]","[57.95, 57.95]",71.51,57.95,71.51,57.95,yes
10113978,5360515,"[16.99, 16.99]","[4.31, 4.31]","[16.99, 16.99]","[4.31, 4.31]",16.99,4.31,16.99,4.31,yes
10113978,5360696,"[-18.82, -18.82]","[-27.5, -27.5]","[-18.82, -18.82]","[-27.5, -27.5]",-18.82,-27.5,-18.82,-27.5,yes
10113978,5401,"[-18.84, -18.84]","[-30.81, -30.81]","[-18.84, -18.84]","[-30.81, -30.81]",-18.84,-30.81,-18.84,-30.81,yes
10113978,5426,"[8.06, 8.06]","[-4.84, -4.84]","[8.06, 8.06]","[-4.84, -4.84]",8.06,-4.84,8.06,-4.84,yes
10113978,5462501,"[-14.57, -14.57]","[-28.25, -28.25]","[-14.57, -14.57]","[-28.25, -28.25]",-14.57,-28.25,-14.57,-28.25,yes
10113978,54675776,"[-17.17, -17.17]","[-32.03, -32.03]","[-17.17, -17.17]","[-32.03, -32.03]",-17.17,-32.03,-17.17,-32.03,yes
10113978,54680692,"[65.95, 65.95]","[46.96, 46.96]","[65.95, 65.95]","[46.96, 46.96]",65.95,46.96,65.95,46.96,yes
10113978,54684141,"[-1.65, -1.65]","[-21.27, -21.27]","[-1.66, -1.66]","[-21.27, -21.27]",-1.65,-21.27,-1.66,-21.27,yes
10113978,5493444,"[71.39, 71.39]","[58.33, 58.33]","[71.39, 71.39]","[58.33, 58.33]",71.39,58.33,71.39,58.33,yes
10113978,5504,"[-22.33, -22.33]","[-33.28, -33.28]","[-22.33, -22.33]","[-33.28, -33.28]",-22.33,-33.28,-22.33,-33.28,yes
10113978,5526,"[21.81, 21.81]","[11.09, 11.09]","[21.79, 21.79]","[11.09, 11.09]",21.81,11.09,21.79,11.09,yes
10113978,55283,"[5.71, 5.71]","[-11.62, -11.62]","[5.71, 5.71]","[-11.62, -11.62]",5.71,-11.62,5.71,-11.62,yes
10113978,5533,"[38.31, 38.31]","[22.35, 22.35]","[38.31, 38.31]","[22.35, 22.35]",38.31,22.35,38.31,22.35,yes
10113978,5546,"[59.5, 59.5]","[45.79, 45.79]","[59.5, 59.5]","[45.79, 45.79]",59.5,45.79,59.5,45.79,yes
10113978,5566,"[26.77, 26.77]","[12.34, 12.34]","[26.77, 26.77]","[12.34, 12.34]",26.77,12.34,26.77,12.34,yes
10113978,5568,"[-20.39, -20.39]","[-36.94, -36.94]","[-20.39, -20.39]","[-36.94, -36.94]",-20.39,-36.94,-20.39,-36.94,yes
10113978,5572,"[8.28, 8.28]","[-6.8, -6.8]","[8.28, 8.28]","[-6.8, -6.8]",8.28,-6.8,8.28,-6.8,yes
10113978,5578,"[-20.12, -20.12]","[-34.9, -34.9]","[-20.12, -20.12]","[-34.9, -34.9]",-20.12,-34.9,-20.12,-34.9,yes
10113978,56959,"[33.03, 33.03]","[15.83, 15.83]","[33.03, 33.03]","[15.83, 15.83]",33.03,15.83,33.03,15.83,yes
10113978,5717,"[67.89, 67.89]","[52.97, 52.97]","[67.89, 67.89]","[52.97, 52.97]",67.89,52.97,67.89,52.97,yes
10113978,5734,"[68.15, 68.15]","[55.95, 55.95]","[68.14, 68.14]","[55.95, 55.95]",68.15,55.95,68.14,55.95,yes
10113978,5755,"[12.2, 12.2]","[6.37, 6.37]","[12.14, 12.14]","[6.37, 6.37]",12.2,6.37,12.14,6.37,yes
10113978,5816,"[-2.49, -2.49]","[-4.93, -4.93]","[-2.54, -2.54]","[-4.93, -4.93]",-2.49,-4.93,-2.54,-4.93,yes
10113978,5831,"[66.98, 66.98]","[54.79, 54.79]","[66.98, 66.98]","[54.79, 54.79]",66.98,54.79,66.98,54.79,yes
10113978,5833,"[13.78, 13.78]","[-3.2, -3.2]","[13.78, 13.78]","[-3.2, -3.2]",13.78,-3.2,13.78,-3.2,yes
10113978,5920,"[-10.31, -10.31]","[-23.91, -23.91]","[-10.31, -10.31]","[-23.91, -23.91]",-10.31,-23.91,-10.31,-23.91,yes
10113978,5991,"[-15.21, -15.21]","[-28.21, -28.21]","[-15.21, -15.21]","[-28.21, -28.21]",-15.21,-28.21,-15.21,-28.21,yes
10113978,6013,"[-17.64, -17.64]","[-35.0, -35.0]","[-17.64, -17.64]","[-35.0, -35.0]",-17.64,-35.0,-17.64,-35.0,yes
10113978,6018,"[-21.92, -21.92]","[-35.49, -35.49]","[-21.92, -21.92]","[-35.49, -35.49]",-21.92,-35.49,-21.92,-35.49,yes
10113978,60490,"[-3.15, -3.15]","[-23.91, -23.91]","[-3.16, -3.16]","[-23.91, -23.91]",-3.15,-23.91,-3.16,-23.91,yes
10113978,60606,"[26.31, 26.31]","[14.96, 14.96]","[26.31, 26.31]","[14.96, 14.96]",26.31,14.96,26.31,14.96,yes
10113978,60648,"[6.13, 6.13]","[-12.79, -12.79]","[6.13, 6.13]","[-12.79, -12.79]",6.13,-12.79,6.13,-12.79,yes
10113978,60753,"[36.99, 36.99]","[23.73, 23.73]","[36.99, 36.99]","[23.73, 23.73]",36.99,23.73,36.99,23.73,yes
10113978,60795,"[-12.55, -12.55]","[-33.89, -33.89]","[-12.58, -12.58]","[-33.89, -33.89]",-12.55,-33.89,-12.58,-33.89,yes
10113978,6178111,"[-20.63, -20.63]","[-33.02, -33.02]","[-20.63, -20.63]","[-33.02, -33.02]",-20.63,-33.02,-20.63,-33.02,yes
10113978,6253,"[0.63, 0.63]","[-0.32, -0.32]","[0.56, 0.56]","[-0.32, -0.32]",0.63,-0.32,0.56,-0.32,yes
10113978,6321424,"[-15.36, -15.36]","[-22.73, -22.73]","[-15.36, -15.36]","[-22.73, -22.73]",-15.36,-22.73,-15.36,-22.73,yes
10113978,6337614,"[-1.29, -1.29]","[-13.74, -13.74]","[-1.29, -1.29]","[-13.74, -13.74]",-1.29,-13.74,-1.29,-13.74,yes
10113978,65028,"[-20.16, -20.16]","[-34.12, -34.12]","[-20.16, -20.16]","[-34.12, -34.12]",-20.16,-34.12,-20.16,-34.12,yes
10113978,656583,"[70.62, 70.62]","[57.16, 57.16]","[70.62, 70.62]","[57.16, 57.16]",70.62,57.16,70.62,57.16,yes
10113978,657298,"[-14.65, -14.65]","[-28.61, -28.61]","[-14.65, -14.65]","[-28.61, -28.61]",-14.65,-28.61,-14.65,-28.61,yes
10113978,667484,"[67.39, 67.39]","[55.58, 55.58]","[67.39, 67.39]","[55.58, 55.58]",67.39,55.58,67.39,55.58,yes
10113978,667490,"[-22.41, -22.41]","[-42.74, -42.74]","[-22.41, -22.41]","[-42.74, -42.74]",-22.41,-42.74,-22.41,-42.74,yes
10113978,681,"[71.56, 71.56]","[57.78, 57.78]","[71.56, 71.56]","[57.78, 57.78]",71.56,57.78,71.56,57.78,yes
10113978,68617,"[-15.67, -15.67]","[-31.78, -31.78]","[-15.67, -15.67]","[-31.78, -31.78]",-15.67,-31.78,-15.67,-31.78,yes
10113978,6883,"[-16.02, -16.02]","[-29.96, -29.96]","[-16.02, -16.02]","[-29.96, -29.96]",-16.02,-29.96,-16.02,-29.96,yes
10113978,6914273,"[-19.27, -19.27]","[-38.42, -38.42]","[-19.29, -19.29]","[-38.42, -38.42]",-19.27,-38.42,-19.29,-38.42,yes
10113978,6917698,"[-10.93, -10.93]","[-24.36, -24.36]","[-10.93, -10.93]","[-24.36, -24.36]",-10.93,-24.36,-10.93,-24.36,yes
10113978,6918296,"[18.39, 18.39]","[6.43, 6.43]","[18.39, 18.39]","[6.43, 6.43]",18.39,6.43,18.39,6.43,yes
10113978,6918837,"[7.5, 7.502, 7.5]","[3.1, 3.103, 3.1]","[4.68, 4.734, 4.57]","[5.52, 5.528, 4.43]",7.5,3.1,4.66,5.16,yes
10113978,71158,"[-14.03, -14.03]","[-32.64, -32.64]","[-14.03, -14.03]","[-32.64, -32.64]",-14.03,-32.64,-14.03,-32.64,yes
10113978,74989,"[7.04, 7.04]","[-4.87, -4.87]","[7.04, 7.04]","[-4.87, -4.87]",7.04,-4.87,7.04,-4.87,yes
10113978,77999,"[-11.11, -11.11]","[-22.33, -22.33]","[-11.11, -11.11]","[-22.33, -22.33]",-11.11,-22.33,-11.11,-22.33,yes
10113978,8226,"[-21.26, -21.26]","[-34.61, -34.61]","[-21.26, -21.26]","[-34.61, -34.61]",-21.26,-34.61,-21.26,-34.61,yes
