29190	HAS_ANTAGONISM_WITH	29176
12974	HAS_ANTAGONISM_WITH	22039
26170	HAS_ANTAGONISM_WITH	26207
12904	HAS_ANTAGONISM_WITH	29246
25839	HAS_ANTAGONISM_WITH	22221
25698	HAS_SYNERGISM_WITH	22140
22049	HAS_ANTAGONISM_WITH	12884
22186	HAS_ANTAGONISM_WITH	25731
26174	HAS_ANTAGONISM_WITH	12861
22163	HAS_ANTAGONISM_WITH	25687
22208	HAS_ANTAGONISM_WITH	22057
26192	HAS_ANTAGONISM_WITH	22315
12924	HAS_ANTAGONISM_WITH	29201
25706	HAS_SYNERGISM_WITH	12863
25839	HAS_SYNERGISM_WITH	25977
29190	HAS_SYNERGISM_WITH	13011
26201	HAS_ANTAGONISM_WITH	12863
21863	HAS_ANTAGONISM_WITH	29214
29190	HAS_ANTAGONISM_WITH	29094
25871	HAS_ANTAGONISM_WITH	13004
25731	HAS_ANTAGONISM_WITH	26022
29192	HAS_ANTAGONISM_WITH	22017
25810	HAS_ANTAGONISM_WITH	28988
25804	HAS_ANTAGONISM_WITH	26172
12884	HAS_ANTAGONISM_WITH	21957
29132	HAS_ANTAGONISM_WITH	29113
12986	HAS_ANTAGONISM_WITH	26027
12975	HAS_SYNERGISM_WITH	26089
26152	HAS_ANTAGONISM_WITH	13051
13047	HAS_SYNERGISM_WITH	29214
25759	HAS_ANTAGONISM_WITH	28988
12966	HAS_ANTAGONISM_WITH	22221
28971	HAS_SYNERGISM_WITH	25759
25664	HAS_ANTAGONISM_WITH	26201
12927	HAS_ANTAGONISM_WITH	12974
26143	HAS_ANTAGONISM_WITH	13052
12890	HAS_ANTAGONISM_WITH	25784
29204	HAS_SYNERGISM_WITH	22259
13076	HAS_ANTAGONISM_WITH	25731
12931	HAS_SYNERGISM_WITH	25706
29214	HAS_ANTAGONISM_WITH	22330
29246	HAS_SYNERGISM_WITH	21890
22199	HAS_ANTAGONISM_WITH	22219
26201	HAS_ANTAGONISM_WITH	21946
26022	HAS_SYNERGISM_WITH	22348
25731	HAS_ANTAGONISM_WITH	22213
21904	HAS_ANTAGONISM_WITH	21902
25854	HAS_ANTAGONISM_WITH	13094
26192	HAS_ANTAGONISM_WITH	22338
22354	HAS_SYNERGISM_WITH	29005
26168	HAS_ANTAGONISM_WITH	29123
25729	HAS_ANTAGONISM_WITH	25831
22193	HAS_ANTAGONISM_WITH	12836
12904	HAS_ANTAGONISM_WITH	21876
12931	HAS_ANTAGONISM_WITH	22231
25767	HAS_SYNERGISM_WITH	22213
13051	HAS_ANTAGONISM_WITH	25748
21944	HAS_SYNERGISM_WITH	13049
21906	HAS_ANTAGONISM_WITH	22151
22039	HAS_SYNERGISM_WITH	28974
25977	HAS_ANTAGONISM_WITH	12986
12909	HAS_ANTAGONISM_WITH	12913
12941	HAS_ANTAGONISM_WITH	29237
26137	HAS_SYNERGISM_WITH	22354
25808	HAS_SYNERGISM_WITH	26168
21944	HAS_SYNERGISM_WITH	29132
21928	HAS_SYNERGISM_WITH	26132
22017	HAS_ANTAGONISM_WITH	21911
22231	HAS_ANTAGONISM_WITH	22330
21944	HAS_SYNERGISM_WITH	29264
29113	HAS_ANTAGONISM_WITH	12845
21946	HAS_ANTAGONISM_WITH	21890
